ZAMAN,KAYNAK,ANA_0_DURUM,ANA_1_IRT,ANA_2_HIZ,ANA_3_SIC,ANA_4_NEM,ANA_5_EN,ANA_6_BOY,ANA_7_PITCH,ANA_8_ROLL,ANA_9_YAW,ANA_10_BASMS,ANA_11_BASBMP,ANA_12_BASTOP,ANA_13,ANA_14,ANA_15,ANA_16,ANA_17,ANA_18,ANA_19,ANA_20_IVMEX,ANA_21_IVMEY,ANA_22_IVMEZ,ANA_23,ANA_24,ANA_25,ANA_26,GOREV_0_DURUM,GOREV_1_EN,GOREV_2_BOY,GOREV_3_IVMEX,GOREV_4_IVMEY,GOREV_5_IVMEZ,GOREV_6_FILTREX,GOREV_7_FILTREY,GOREV_8_FILTREZ
"06:53:31.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.98","4.89","-27.03","28.07","-4.26","40.743361","29.941646","",""
"06:53:31.427","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.29","27.99","4.89","-26.87","28.13","-4.26","40.743361","29.941646","",""
"06:53:31.591","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","28.01","4.89","-27.26","28.27","-4.26","40.743361","29.941646","",""
"06:53:31.752","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","28.01","4.89","-27.01","28.04","-4.26","40.743361","29.941646","",""
"06:53:31.922","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","28.00","4.89","-26.98","27.93","-4.27","40.743361","29.941646","",""
"06:53:32.094","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.33","27.99","4.90","-26.96","28.12","-4.27","40.743361","29.941646","",""
"06:53:32.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.98","4.90","-26.93","28.27","-4.27","40.743361","29.941646","",""
"06:53:32.421","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.29","27.97","4.91","-27.02","27.87","-4.27","40.743361","29.941646","",""
"06:53:32.592","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.97","4.91","-26.86","28.08","-4.27","40.743361","29.941646","",""
"06:53:32.754","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.98","4.91","-26.90","27.92","-4.27","40.743361","29.941646","",""
"06:53:32.922","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.33","27.98","4.91","-26.92","28.03","-4.27","40.743361","29.941646","",""
"06:53:33.092","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.34","27.99","4.92","-26.98","28.06","-4.28","40.743361","29.941646","",""
"06:53:33.254","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","27.98","4.92","-26.78","28.14","-4.28","40.743361","29.941646","",""
"06:53:33.418","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","27.97","4.92","-26.80","27.96","-4.28","40.743361","29.941646","",""
"06:53:33.584","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.97","4.93","-27.11","28.03","-4.28","40.743361","29.941646","",""
"06:53:33.749","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.96","4.93","-26.89","28.04","-4.28","40.743361","29.941646","",""
"06:53:33.915","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.99","4.93","-26.95","27.97","-4.28","40.743361","29.941646","",""
"06:53:34.100","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.33","27.98","4.94","-27.09","28.00","-4.28","40.743361","29.941646","",""
"06:53:34.256","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.99","4.94","-26.85","28.00","-4.28","40.743361","29.941646","",""
"06:53:34.419","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","28.01","4.94","-26.99","28.27","-4.28","40.743361","29.941646","",""
"06:53:34.584","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.99","4.94","-26.98","28.06","-4.29","40.743361","29.941646","",""
"06:53:34.751","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","28.00","4.94","-27.36","28.29","-4.29","40.743361","29.941646","",""
"06:53:34.920","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.98","4.95","-27.22","28.13","-4.29","40.743361","29.941646","",""
"06:53:35.083","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","27.97","4.95","-26.89","28.03","-4.29","40.743361","29.941646","",""
"06:53:35.335","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.98","4.95","-27.04","27.92","-4.30","40.743361","29.941646","",""
"06:53:35.415","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.99","4.96","-26.92","28.02","-4.30","40.743361","29.941646","",""
"06:53:35.580","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","28.01","4.96","-26.95","27.95","-4.30","40.743361","29.941646","",""
"06:53:35.747","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","28.01","4.96","-26.91","28.07","-4.30","40.743361","29.941646","",""
"06:53:35.919","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","28.01","4.96","-26.95","28.20","-4.31","40.743361","29.941646","",""
"06:53:36.094","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","28.00","4.96","-26.86","27.89","-4.31","40.743361","29.941646","",""
"06:53:36.249","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","28.00","4.96","-27.04","28.16","-4.31","40.743361","29.941646","",""
"06:53:36.420","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.33","28.00","4.97","-26.96","28.07","-4.32","40.743361","29.941646","",""
"06:53:36.583","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.97","4.97","-26.96","27.91","-4.32","40.743361","29.941646","",""
"06:53:36.765","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","27.98","4.98","-27.02","28.00","-4.33","40.743361","29.941646","",""
"06:53:36.917","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.33","27.98","4.98","-27.07","28.25","-4.32","40.743361","29.941646","",""
"06:53:37.084","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.34","28.01","4.98","-26.90","28.06","-4.32","40.743361","29.941646","",""
"06:53:37.254","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.33","28.00","4.98","-26.90","28.02","-4.32","40.743361","29.941646","",""
"06:53:37.413","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","28.00","4.98","-26.95","27.84","-4.33","40.743361","29.941646","",""
"06:53:37.627","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","28.00","4.98","-26.95","27.95","-4.33","40.743361","29.941646","",""
"06:53:37.744","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.98","4.99","-26.94","27.84","-4.33","40.743361","29.941646","",""
"06:53:37.911","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.29","27.96","4.99","-27.02","28.14","-4.33","40.743361","29.941646","",""
"06:53:38.080","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.28","27.96","4.99","-27.10","28.10","-4.33","40.743361","29.941646","",""
"06:53:38.247","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.97","4.99","-27.04","28.09","-4.33","40.743361","29.941646","",""
"06:53:38.411","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.99","4.99","-26.99","27.92","-4.34","40.743361","29.941646","",""
"06:53:38.589","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.99","5.00","-26.95","27.84","-4.34","40.743361","29.941646","",""
"06:53:38.746","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.29","27.99","5.00","-27.02","27.90","-4.34","40.743361","29.941646","",""
"06:53:38.908","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.98","5.00","-26.92","27.97","-4.35","40.743361","29.941646","",""
"06:53:39.078","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","28.01","5.01","-26.92","28.15","-4.35","40.743361","29.941646","",""
"06:53:39.243","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","27.99","5.01","-26.90","28.10","-4.36","40.743361","29.941646","",""
"06:53:39.415","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.29","27.98","5.00","-27.00","28.10","-4.37","40.743361","29.941646","",""
"06:53:39.576","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.28","28.00","5.00","-26.99","28.10","-4.38","40.743361","29.941646","",""
"06:53:39.756","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.29","27.99","5.00","-27.00","27.86","-4.38","40.743361","29.941646","",""
"06:53:39.915","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.31","28.01","5.00","-26.95","28.03","-4.39","40.743361","29.941646","",""
"06:53:40.116","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.32","27.99","5.00","-26.85","28.16","-4.40","40.743361","29.941646","",""
"06:53:40.243","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.30","28.00","4.99","-26.93","28.04","-4.40","40.743361","29.941646","",""
"06:53:40.416","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.14","28.00","5.05","-26.98","27.58","-4.37","40.743361","29.941646","",""
"06:53:40.576","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.12","27.95","5.00","-27.27","28.64","-4.44","40.743361","29.941646","",""
"06:53:40.757","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.50","27.67","4.30","-27.69","28.78","-5.21","40.743361","29.941646","",""
"06:53:40.912","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.65","26.03","0.21","-30.13","24.37","-9.73","40.743361","29.941646","",""
"06:53:41.087","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12.75","24.69","-2.21","-30.47","23.54","-12.31","40.743361","29.941646","",""
"06:53:41.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.76","24.72","-1.31","-29.32","26.08","-11.23","40.743361","29.941646","",""
